"Anos","X2009","X2010","X2011","X2012"
"Arcos de Valdevez",0,0,0,0
"Caminha",0,0,0,0
"Melgaço",0,0,0,0
"Monção",0,0,0,0
"Paredes de Coura",0,0,0,0
"Ponte da Barca",0,0,0,0
"Ponte de Lima",0,0,0,0
"Valença",0,0,0,0
"Viana do Castelo",0,0,0,0
"Vila Nova de Cerveira",0,0,0,0
"Amares",0,0,0,0
"Barcelos",0,0,0,0
"Braga",0,0,0,0
"Esposende",0,0,0,0
"Terras de Bouro",0,0,0,0
"Vila Verde",0,0,0,0
"Cabeceiras de Basto",0,0,0,0
"Fafe",0,0,0,0
"Guimarães",0,0,0,0
"Mondim de Basto",0,0,0,0
"Póvoa de Lanhoso",0,0,0,0
"Vieira do Minho",0,0,0,0
"Vila Nova de Famalicão",0,0,0,0
"Vizela",0,0,0,0
"Arouca",0,0,0,0
"Espinho",0,0,0,0
"Gondomar",0,0,0,0
"Maia",0,0,0,0
"Matosinhos",0,0,0,0
"Oliveira de Azeméis",0,0,0,0
"Paredes",0,0,0,0
"Porto",0,0,0,0
"Póvoa de Varzim",0,0,0,0
"Santa Maria da Feira",0,0,0,0
"Santo Tirso",0,0,0,0
"São João da Madeira",0,0,0,0
"Trofa",0,0,0,0
"Vale de Cambra",0,0,0,0
"Valongo",0,0,0,0
"Vila do Conde",0,0,0,0
"Vila Nova de Gaia",0,0,0,0
"Boticas",0,0,0,0
"Chaves",0,0,0,0
"Montalegre",0,0,0,0
"Ribeira de Pena",0,0,0,0
"Valpaços",0,0,0,0
"Vila Pouca de Aguiar",0,0,0,0
"Amarante",0,0,0,0
"Baião",0,0,0,0
"Castelo de Paiva",0,0,0,0
"Celorico de Basto",0,0,0,0
"Cinfães",0,0,0,0
"Felgueiras",0,0,0,0
"Lousada",0,0,0,0
"Marco de Canaveses",0,0,0,0
"Paços de Ferreira",0,0,0,0
"Penafiel",0,0,0,0
"Resende",0,0,0,0
"Alijó",0,0,0,0
"Armamar",0,0,0,0
"Carrazeda de Ansiães",0,0,0,0
"Freixo de Espada à Cinta",0,0,0,0
"Lamego",0,0,0,0
"Mesão Frio",0,0,0,0
"Moimenta da Beira",0,0,0,0
"Murça",0,0,0,0
"Penedono",0,0,0,0
"Peso da Régua",0,0,0,0
"Sabrosa",0,0,0,0
"Santa Marta de Penaguião",0,0,0,0
"São João da Pesqueira",0,0,0,0
"Sernancelhe",0,0,0,0
"Tabuaço",0,0,0,0
"Tarouca",0,0,0,0
"Torre de Moncorvo",0,0,0,0
"Vila Nova de Foz Côa",0,0,0,0
"Vila Real",0,0,0,0
"Alfândega da Fé",0,0,0,0
"Bragança",0,0,0,0
"Macedo de Cavaleiros",0,0,0,0
"Miranda do Douro",0,0,0,0
"Mirandela",0,0,0,0
"Mogadouro",0,0,0,0
"Vila Flor",0,0,0,0
"Vimioso",0,0,0,0
"Vinhais",0,0,0,0
"Alcobaça",0,0,0,0
"Alenquer",0,0,0,0
"Arruda dos Vinhos",0,0,0,0
"Bombarral",0,0,0,0
"Cadaval",0,0,0,0
"Caldas da Rainha",0,0,0,0
"Lourinhã",0,0,0,0
"Nazaré",0,0,0,0
"Óbidos",0,0,0,0
"Peniche",0,0,0,0
"Sobral de Monte Agraço",0,0,0,0
"Torres Vedras",0,0,0,0
"Águeda",0,0,0,0
"Albergaria-a-Velha",0,0,0,0
"Anadia",0,0,0,0
"Aveiro",0,0,0,0
"Estarreja",0,0,0,0
"Ílhavo",0,0,0,0
"Murtosa",0,0,0,0
"Oliveira do Bairro",0,0,0,0
"Ovar",0,0,0,0
"Sever do Vouga",0,0,0,0
"Vagos",0,0,0,0
"Arganil",0,0,0,0
"Cantanhede",0,0,0,0
"Coimbra",3989,0,3753,3716
"Condeixa-a-Nova",0,0,0,0
"Figueira da Foz",0,0,0,0
"Góis",0,0,0,0
"Lousã",0,0,0,0
"Mealhada",0,0,0,0
"Mira",0,0,0,0
"Miranda do Corvo",0,0,0,0
"Montemor-o-Velho",0,0,0,0
"Mortágua",0,0,0,0
"Oliveira do Hospital",0,0,0,0
"Pampilhosa da Serra",0,0,0,0
"Penacova",0,0,0,0
"Penela",0,0,0,0
"Soure",0,0,0,0
"Tábua",0,0,0,0
"Vila Nova de Poiares",0,0,0,0
"Alvaiázere",0,0,0,0
"Ansião",0,0,0,0
"Batalha",0,0,0,0
"Castanheira de Pêra",0,0,0,0
"Figueiró dos Vinhos",0,0,0,0
"Leiria",0,0,0,0
"Marinha Grande",0,0,0,0
"Pedrógão Grande",0,0,0,0
"Pombal",0,0,0,0
"Porto de Mós",0,0,0,0
"Aguiar da Beira",0,0,0,0
"Carregal do Sal",0,0,0,0
"Castro Daire",0,0,0,0
"Mangualde",0,0,0,0
"Nelas",0,0,0,0
"Oliveira de Frades",0,0,0,0
"Penalva do Castelo",0,0,0,0
"Santa Comba Dão",0,0,0,0
"São Pedro do Sul",0,0,0,0
"Sátão",0,0,0,0
"Tondela",0,0,0,0
"Vila Nova de Paiva",0,0,0,0
"Viseu",0,0,0,0
"Vouzela",0,0,0,0
"Castelo Branco",0,0,0,0
"Idanha-a-Nova",0,0,0,0
"Oleiros",0,0,0,0
"Penamacor",0,0,0,0
"Proença-a-Nova",0,0,0,0
"Vila Velha de Ródão",0,0,0,0
"Abrantes",0,0,0,0
"Alcanena",0,0,0,0
"Constância",0,0,0,0
"Entroncamento",0,0,0,0
"Ferreira do Zêzere",0,0,0,0
"Mação",0,0,0,0
"Ourém",0,0,0,0
"Sardoal",0,0,0,0
"Sertã",0,0,0,0
"Tomar",0,0,0,0
"Torres Novas",0,0,0,0
"Vila de Rei",0,0,0,0
"Vila Nova da Barquinha",0,0,0,0
"Almeida",0,0,0,0
"Belmonte",0,0,0,0
"Celorico da Beira",0,0,0,0
"Covilhã",0,0,0,0
"Figueira de Castelo Rodrigo",0,0,0,0
"Fornos de Algodres",0,0,0,0
"Fundão",0,0,0,0
"Gouveia",0,0,0,0
"Guarda",0,0,0,0
"Manteigas",0,0,0,0
"Mêda",0,0,0,0
"Pinhel",0,0,0,0
"Sabugal",0,0,0,0
"Seia",0,0,0,0
"Trancoso",0,0,0,0
"Alcochete",0,0,0,0
"Almada",1972,1952,1692,1898
"Amadora",0,0,0,0
"Barreiro",0,0,0,0
"Cascais",0,0,0,0
"Lisboa",52497,43100,36710,0
"Loures",0,0,0,0
"Mafra",0,0,0,0
"Moita",0,0,0,0
"Montijo",0,0,0,0
"Odivelas",0,0,0,0
"Oeiras",254,0,0,0
"Palmela",0,0,0,0
"Seixal",0,0,0,0
"Sesimbra",0,0,0,0
"Setúbal",0,0,0,0
"Sintra",0,0,0,0
"Vila Franca de Xira",0,0,0,0
"Alcácer do Sal",0,0,0,0
"Grândola",0,0,0,0
"Odemira",0,0,0,0
"Santiago do Cacém",0,0,0,0
"Sines",0,0,0,0
"Aljustrel",0,0,0,0
"Almodôvar",0,0,0,0
"Alvito",0,0,0,0
"Barrancos",0,0,0,0
"Beja",0,0,0,0
"Castro Verde",0,0,0,0
"Cuba",0,0,0,0
"Ferreira do Alentejo",0,0,0,0
"Mértola",0,0,0,0
"Moura",0,0,0,0
"Ourique",0,0,0,0
"Serpa",0,0,0,0
"Vidigueira",0,0,0,0
"Almeirim",0,0,0,0
"Alpiarça",0,0,0,0
"Azambuja",0,0,0,0
"Benavente",0,0,0,0
"Cartaxo",0,0,0,0
"Chamusca",0,0,0,0
"Coruche",0,0,0,0
"Golegã",0,0,0,0
"Rio Maior",0,0,0,0
"Salvaterra de Magos",0,0,0,0
"Santarém",0,0,0,0
"Alter do Chão",0,0,0,0
"Arronches",0,0,0,0
"Avis",0,0,0,0
"Campo Maior",0,0,0,0
"Castelo de Vide",0,0,0,0
"Crato",0,0,0,0
"Elvas",0,0,0,0
"Fronteira",0,0,0,0
"Gavião",0,0,0,0
"Marvão",0,0,0,0
"Monforte",0,0,0,0
"Nisa",0,0,0,0
"Ponte de Sor",0,0,0,0
"Portalegre",0,0,0,0
"Sousel",0,0,0,0
"Alandroal",0,0,0,0
"Arraiolos",0,0,0,0
"Borba",0,0,0,0
"Estremoz",0,0,0,0
"Évora",0,0,0,0
"Montemor-o-Novo",0,0,0,0
"Mora",0,0,0,0
"Mourão",0,0,0,0
"Portel",0,0,0,0
"Redondo",0,0,0,0
"Reguengos de Monsaraz",0,0,0,0
"Vendas Novas",0,0,0,0
"Viana do Alentejo",0,0,0,0
"Vila Viçosa",0,0,0,0
"Albufeira",0,0,0,0
"Alcoutim",0,0,0,0
"Aljezur",0,0,0,0
"Castro Marim",0,0,0,0
"Faro",0,0,0,0
"Lagoa",0,0,0,0
"Lagos",0,0,0,0
"Loulé",0,0,0,0
"Monchique",0,0,0,0
"Olhão",0,0,0,0
"Portimão",0,0,0,0
"São Brás de Alportel",0,0,0,0
"Silves",0,0,0,0
"Tavira",0,0,0,0
"Vila do Bispo",0,0,0,0
"Vila Real de Santo António",0,0,0,0
"Vila do Porto",0,0,0,0
"Lagoa [R.A.A.]",0,0,0,0
"Nordeste",0,0,0,0
"Ponta Delgada",0,0,0,0
"Povoação",0,0,0,0
"Ribeira Grande",0,0,0,0
"Vila Franca do Campo",0,0,0,0
"Angra do Heroísmo",0,0,0,0
"Vila da Praia da Vitória",0,0,0,0
"Santa Cruz da Graciosa",0,0,0,0
"Calheta [R.A.A.]",0,0,0,0
"Velas",0,0,0,0
"Lajes do Pico",0,0,0,0
"Madalena",0,0,0,0
"São Roque do Pico",0,0,0,0
"Horta",0,0,0,0
"Lajes das Flores",0,0,0,0
"Santa Cruz das Flores",0,0,0,0
"Corvo",0,0,0,0
"Calheta [R.A.M.]",0,0,0,0
"Câmara de Lobos",0,0,0,0
"Funchal",0,0,0,0
"Machico",0,0,0,0
"Ponta do Sol",0,0,0,0
"Porto Moniz",0,0,0,0
"Ribeira Brava",0,0,0,0
"Santa Cruz",0,0,0,0
"Santana",0,0,0,0
"São Vicente",0,0,0,0
"Porto Santo",0,0,0,0
